function,line,category,public_like,trailing_underscore,menu_callback,trigger_callback,static_call_count,string_reference_count,recommendation
buildRawDataHeadersForFormatting_,8433,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getRawDataApprovedAddedColumns_,8444,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
processRawDataApprovedSyncColumns_,8450,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
writeChangedColumnsOnly_,8478,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getRawDataDemoPSourceHeaders_,8521,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getRawDataDisallowedWorkingColumns_,8580,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
isOngoingOutputSheetType_,8631,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildDashboardOutputSheetName_,8639,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
syncMasterListMonthlySourcesIntoData_,8674,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
syncBannerSourceIntoData_,8680,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
syncUnlockedCarePlanSourceIntoData_,8709,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
syncCarePlanDueSourceIntoData_,8744,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
syncRowsFromSourceMapData_,8778,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
buildSourceMapBySingleKeyForPart5_,8818,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
buildSourceMapByCompositeKeyForPart5_,8856,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
shouldProcessRowByPMR_,8898,internal_helper,FALSE,TRUE,FALSE,FALSE,10,0,Keep private-style name; no action unless consolidation is approved.
normalizeSyncFieldPairs_,8923,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
syncMasterListFromBanners_,8931,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
syncMasterListFromUnlockedCarePlan_,8961,internal_helper,FALSE,TRUE,FALSE,FALSE,0,1,Keep private-style name; no action unless consolidation is approved.
syncMasterListFromCarePlanDue_,8997,internal_helper,FALSE,TRUE,FALSE,FALSE,0,1,Keep private-style name; no action unless consolidation is approved.
syncRowsFromSourceMap_,9031,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
getDefaultDemoPMetadataHeaderRows_v155_,9194,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildDemoPFromScratch,9212,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,0,3,Keep public; menu callback strings require stable top-level function name.
getValidatedRawDataSheetForDemoPBuild_,9237,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
isStrictRawDataSheetCandidateForDemoP_,9261,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
updateDemoPMonthlySync,9271,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,0,3,Keep public; menu callback strings require stable top-level function name.
buildDemoPMonthlySyncRetainedRows_,9290,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
validateDemoPMonthlySyncReplacementCoverage_,9319,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,1,0,Classify as supported diagnostic API or test-only entry point before renaming.
appendDemoPArchiveRows_,9340,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
setArchiveValue_,9381,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
getOrCreateDemoPArchiveSheet_,9385,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getDemoPArchiveHeaders_,9408,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
writeDemoPMonthlySyncBody_,9417,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
normalizeRowsToWidth_,9436,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
normalizeRowToWidth_,9442,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
enforceDemoPPostFlattenFormatting_,9448,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
sortSheetAlphabeticallyByParticipantName_,9467,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
getDemoPMonthlySyncChangedPMRs_,9489,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
isPMRHeaderValue_,9521,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
removeActiveDemoPPMRsFromDisenrolledExclusion_,9531,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
processDemoPDataWithFillBlankMask_,9591,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildDemoPFreshRowsForPMRs_,9627,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
processDemoPFreshRowsInMemory_,9650,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
flattenDemoPContactRowsInMemory_,9661,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
flattenDemoPContactsToPrimaryRows_,9715,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildDemoPContactSummaryForFlatRecord_,9776,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
sortDemoPFlatRows_,9795,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
processDemoP,9809,public_like_review_required,TRUE,FALSE,FALSE,FALSE,1,0,Do not make private until external/manual consumers are checked; add wrapper before rename.
processDemoPAsWorkingSource_,9889,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
markPrimaryPMRRowsForSequentialData_,9937,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
assignPrimaryPMRRowsInData_,9967,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
formatDemoPStructure,9988,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,0,Do not make private until external/manual consumers are checked; add wrapper before rename.
buildRawDataSheetName_,9992,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
getOrCreateDemoPProcessingSheet_,9996,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
deleteSheetIfExistsForDemoPProcess_,10071,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getLastRawDataDisenrolledBuildResult_,10085,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
setLastRawDataDisenrolledBuildResult_,10093,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
updateExistingDemoPFromRawData_,10100,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
createActiveDemoPFromRawData_,10154,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
populateDemoPUpdateColumns_,10248,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
populateUniversalMetadataColumns_,10266,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
buildSourceHashByPMR_,10309,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildSourceHashForRows_,10327,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
buildSourceHashForRow_,10350,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildColumnsUpdatedText_,10354,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
normalizeHashValue_,10370,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
computeStableHash_,10378,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
verifyPrimaryPMRColumnFromRawData_,10386,diagnostic_or_validation_entry_point_review,FALSE,TRUE,FALSE,FALSE,0,0,Classify as supported diagnostic API or test-only entry point before renaming.
createOrRefreshDemoPTemplate_,10395,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getOrCreateDemoPTemplate_,10403,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
initializeDemoPTemplateTitleRows_,10410,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
applyDemoPTemplateFormatting_,10426,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
applyDemoPTemplateToSheet_,10448,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
applyDemoPDateFormattingByHeader_,10484,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildMonthlyChangeReport,10538,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,0,5,Keep public; menu callback strings require stable top-level function name.
buildMonthlyChangeReportForMonth_,10556,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getOrBuildMonthlyChangeReport_,10666,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
compareRawDemoPForSectionReport_,10723,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
rowsWithDOBOnlyForSection_,10916,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getChangedColumnsForSectionRows_,10922,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
buildColumnSignaturesForSection_,10938,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
compareRawDemoPForChanges_,10951,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getRawDemoPDataForCompare_,11114,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
compareSingleFieldAndAdd_,11182,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
addMCRRow_,11231,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
buildContactCompareMap_,11274,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
getFieldValueFromRow_,11293,internal_helper,FALSE,TRUE,FALSE,FALSE,20,0,Keep private-style name; no action unless consolidation is approved.
buildParticipantName_,11299,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
displayValueForReport_,11316,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
buildMonthlyChangeReportSectionLayout_,11324,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
padRowToWidth_,11348,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
stripMonthlyChangeNativeBandings_,11354,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
getMonthlyChangeSectionSpecs_,11364,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildMonthlyChangeSectionRows_,11411,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
appendMonthlyChangeCompiledRow_,11458,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
appendMonthlyChangeSectionBlock_,11466,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
populateMonthlyChangeReportSections_,11496,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
findMonthlyChangeSectionTitleRow_,11549,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
findNextMonthlyChangeSectionTitleRow_,11565,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getChangedPMRsFromMonthlyChangeReport_,11586,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
writeDiagnosticReport_,11680,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
runMonthlyUpdate,11720,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,0,2,Keep public; menu callback strings require stable top-level function name.
updateDemoPMonthlySyncForMonth_,11756,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
createDisenrolledListForMonth_,11813,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
createMasterList,11854,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,0,3,Keep public; menu callback strings require stable top-level function name.
createMasterListForMonth_,11860,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
copyPrimaryDemoPRowsToMasterListByHeader_,11945,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getMasterListTemplateHeaders_,12012,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
createOrRefreshMasterListTemplate_,12019,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getOrCreateMasterListTemplate_,12027,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
createMasterListSheetFromTemplate_,12034,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
writeMasterListTitleDateBlock_,12091,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
initializeMasterListTitleRows_,12098,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
copyDemoPHeaderRowsToMasterList_,12107,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
copyQualifyingDemoPRowsToMasterList_,12125,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
formatMasterListSheet_,12152,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getMonthPartsFromTitleRows_,12160,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
updateCopiedMasterListHeader_,12172,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getIndexSheetNamesInSortOrder_,12180,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getIndexSheetNamesInMonthSortOrder_,12188,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
compareSheetNamesByGlobalOrder_,12196,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
compareSheetNamesByMonthThenGlobalOrder_,12204,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
isImportOrUnformattedSheetRank_,12212,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getSheetMonthSortKey_,12216,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
getUnformattedImportSheetNamesForIndex_,12229,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
isUnformattedImportSheetNameForIndex_,12236,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
createIndexSheet,12243,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,8,3,Keep public; menu callback strings require stable top-level function name.
generateArchiveFileIndex_,12415,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
setupIndexRefreshOnSheetAddedTrigger_,12419,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
handleSpreadsheetChangeForIndex,12432,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,1,Do not make private until external/manual consumers are checked; add wrapper before rename.
getIndexTriggerRelevantSheetSignature_,12436,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
isIndexTriggerRelevantSheetName_,12444,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getGlobalSheetSortRankByName_,12461,internal_helper,FALSE,TRUE,FALSE,FALSE,9,0,Keep private-style name; no action unless consolidation is approved.
isOperationalSheetForSort_,12493,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
enforceOperationalSheetSortOrder_,12509,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
enforceGlobalSheetSortOrder_,12552,supported_public_menu_callback,FALSE,TRUE,TRUE,FALSE,3,3,Keep public; menu callback strings require stable top-level function name.
positionSheetInGlobalSortOrder_,12632,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
extractFirstDateFromSheetName_,12654,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
parseIndexMonthDate_,12673,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
forceBaseTemplateHidden_,12699,internal_helper,FALSE,TRUE,FALSE,FALSE,6,0,Keep private-style name; no action unless consolidation is approved.
hideSystemAndTestingSheets_,12708,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getSystemAndTestingSheetNames_,12727,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
isSystemOrTestingSheet_,12743,internal_helper,FALSE,TRUE,FALSE,FALSE,3,0,Keep private-style name; no action unless consolidation is approved.
assignSortOrderAndHideExtraRows,12762,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,0,Do not make private until external/manual consumers are checked; add wrapper before rename.
applySortOrderDisplayForMasterList_,12769,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildParticipantBlocksForSortOrder_,12775,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
showAllMasterListRows,12802,public_like_review_required,TRUE,FALSE,FALSE,FALSE,0,0,Do not make private until external/manual consumers are checked; add wrapper before rename.
groupMasterListRowsByPMR_,12810,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
hideRowsWithBlankDOB_,12815,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
sortMasterListByParticipantNameAndPMR_,12819,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
getPrimaryRowScore_,12879,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
hideNonPrimaryPMRRows_,12898,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
hideRowNumberBatches_,12923,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
clearAllRowGroupsIfPossible_,12941,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
prepareMasterListSortOrderBeforeFormatting_,12953,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
applyFinalMasterListColorAndDisplay_,12960,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
applyMasterListDisplaySettings_,12966,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
processMasterListFull_,12970,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
processMasterListDataOnly_,12978,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
processMasterListSingleDataPass_,12982,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
populateParticipantNameData_,13017,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
populateDemoPNameData_,13036,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
updateBannerColumnData_,13053,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
combineAddressesData_,13078,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
handleLanguageData_,13092,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
splitPhoneNumbersData_,13114,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
runMasterContactProcessData_,13141,internal_helper,FALSE,TRUE,FALSE,FALSE,5,0,Keep private-style name; no action unless consolidation is approved.
combineNotesSummaryData_,13146,internal_helper,FALSE,TRUE,FALSE,FALSE,6,0,Keep private-style name; no action unless consolidation is approved.
getPMRsForMonthlyChangeSections_,13173,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
deletePMRBlocksFromMasterListBySet_,13184,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
updatePrimaryRowsFromDemoPForPMRs_,13199,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
mergeSecondaryRowsFromDemoPForPMRs_,13247,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildMappedMasterRowFromDemoRow_,13319,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
mutateMasterRowColumnsFromDemoRow_,13329,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
hideSystemSheetsNow,13339,public_like_review_required,TRUE,FALSE,FALSE,FALSE,1,1,Do not make private until external/manual consumers are checked; add wrapper before rename.
showSystemSheetsNow,13347,public_like_review_required,TRUE,FALSE,FALSE,FALSE,1,1,Do not make private until external/manual consumers are checked; add wrapper before rename.
getPrimaryMergeRowItem_,13384,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getPrimaryRowChangedColumnDetails_,13403,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
formatMergeAuditValueForDisplay_,13473,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getMergeAuditParticipantName_,13483,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getMergeAuditParticipantNameFromRows_,13489,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
buildMergeAuditContactSummary_,13510,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
getMergeAuditChangedFields_,13534,internal_helper,FALSE,TRUE,FALSE,FALSE,1,0,Keep private-style name; no action unless consolidation is approved.
buildMergeRowsByPMRFromData_,13567,internal_helper,FALSE,TRUE,FALSE,FALSE,4,0,Keep private-style name; no action unless consolidation is approved.
buildSecondaryMergeKeyMapForRows_,13591,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
buildMergeKeyMapForRows_,13621,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildContactMergeRowKey_,13651,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
getMergeRowValue_,13675,internal_helper,FALSE,TRUE,FALSE,FALSE,11,0,Keep private-style name; no action unless consolidation is approved.
createDisenrolledList,13690,supported_public_menu_callback,TRUE,FALSE,TRUE,FALSE,0,3,Keep public; menu callback strings require stable top-level function name.
processBlankContactSummariesOnDemoP_,13705,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
splitRawDataRowsIntoActiveAndDisenrolled_,13726,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
buildDisenrolledPMRSetFromDemoPValues_,13778,internal_helper,FALSE,TRUE,FALSE,FALSE,2,0,Keep private-style name; no action unless consolidation is approved.
loadDisenrolledPMRSetForMonth_,13796,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
appendDisenrolledRowsFromRawDataToExclusion_,13814,internal_no_static_path_review,FALSE,TRUE,FALSE,FALSE,0,0,Review for dynamic/manual/library use before removal or rename.
